C:\Users\Admin\Desktop\CNAP\dan\AA19_metal_stability_310125_Admin, SYBR Green, 01-31-2025, 17Hr 10Min.mxp
Segment	Ramp/Plateau	Ramp/Plateau #	Well	Dye	Cycle #	Fluorescence	Temperature
 1	P	 1	43	SypO2	 66	     1829	89.7
 1	P	 1	43	SypO2	 67	     1823	90.9
 1	P	 1	43	SypO2	 67	     1820	90.7
 1	P	 1	43	SypO2	 67	     1820	90.7
 1	P	 1	43	SypO2	 68	     1813	91.7
 1	P	 1	43	SypO2	 68	     1808	91.7
 1	P	 1	43	SypO2	 68	     1811	91.7
 1	P	 1	43	SypO2	 69	     1800	92.9
 1	P	 1	43	SypO2	 69	     1802	92.7
 1	P	 1	43	SypO2	 69	     1800	92.5
 1	P	 1	43	SypO2	 70	     1794	93.7
 1	P	 1	43	SypO2	 70	     1798	93.7
 1	P	 1	43	SypO2	 70	     1798	93.7
 1	P	 1	43	SypO2	 71	     1786	95.0
 1	P	 1	43	SypO2	 71	     1789	94.7
 1	P	 1	43	SypO2	 71	     1791	94.7
 1	P	 1	53	SypO2	  1	     1763	24.8
 1	P	 1	53	SypO2	  1	     1764	24.8
 1	P	 1	53	SypO2	  1	     1761	24.8
 1	P	 1	53	SypO2	  2	     1766	25.6
 1	P	 1	53	SypO2	  2	     1767	25.6
 1	P	 1	53	SypO2	  2	     1764	25.6
 1	P	 1	53	SypO2	  3	     1764	27.0
 1	P	 1	53	SypO2	  3	     1761	27.0
 1	P	 1	53	SypO2	  3	     1760	26.8
 1	P	 1	53	SypO2	  4	     1764	27.8
 1	P	 1	53	SypO2	  4	     1761	28.0
 1	P	 1	53	SypO2	  4	     1759	28.0
 1	P	 1	53	SypO2	  5	     1762	29.0
 1	P	 1	53	SypO2	  5	     1753	29.0
 1	P	 1	53	SypO2	  5	     1756	29.0
 1	P	 1	53	SypO2	  6	     1758	30.0
 1	P	 1	53	SypO2	  6	     1757	29.8
 1	P	 1	53	SypO2	  6	     1758	29.8
 1	P	 1	53	SypO2	  7	     1760	31.0
 1	P	 1	53	SypO2	  7	     1758	30.8
 1	P	 1	53	SypO2	  7	     1759	30.8
 1	P	 1	53	SypO2	  8	     1755	31.8
 1	P	 1	53	SypO2	  8	     1757	32.0
 1	P	 1	53	SypO2	  8	     1761	32.0
 1	P	 1	53	SypO2	  9	     1753	32.8
 1	P	 1	53	SypO2	  9	     1763	32.8
 1	P	 1	53	SypO2	  9	     1756	33.0
 1	P	 1	53	SypO2	 10	     1756	33.8
 1	P	 1	53	SypO2	 10	     1755	33.7
 1	P	 1	53	SypO2	 10	     1755	33.8
 1	P	 1	53	SypO2	 11	     1757	34.8
 1	P	 1	53	SypO2	 11	     1753	34.7
 1	P	 1	53	SypO2	 11	     1759	34.8
 1	P	 1	53	SypO2	 12	     1756	35.8
 1	P	 1	53	SypO2	 12	     1754	35.8
 1	P	 1	53	SypO2	 12	     1754	35.8
 1	P	 1	53	SypO2	 13	     1754	36.8
 1	P	 1	53	SypO2	 13	     1758	36.8
 1	P	 1	53	SypO2	 13	     1756	36.8
 1	P	 1	53	SypO2	 14	     1758	37.7
 1	P	 1	53	SypO2	 14	     1755	37.8
 1	P	 1	53	SypO2	 14	     1754	37.8
 1	P	 1	53	SypO2	 15	     1756	38.7
 1	P	 1	53	SypO2	 15	     1754	38.7
 1	P	 1	53	SypO2	 15	     1759	38.8
 1	P	 1	53	SypO2	 16	     1759	39.7
 1	P	 1	53	SypO2	 16	     1756	39.7
 1	P	 1	53	SypO2	 16	     1755	39.7
 1	P	 1	53	SypO2	 17	     1753	40.8
 1	P	 1	53	SypO2	 17	     1754	40.7
 1	P	 1	53	SypO2	 17	     1757	40.7
 1	P	 1	53	SypO2	 18	     1755	41.7
 1	P	 1	53	SypO2	 18	     1753	41.7
 1	P	 1	53	SypO2	 18	     1757	41.7
 1	P	 1	53	SypO2	 19	     1756	42.7
 1	P	 1	53	SypO2	 19	     1755	42.7
 1	P	 1	53	SypO2	 19	     1756	42.7
 1	P	 1	53	SypO2	 20	     1757	43.7
 1	P	 1	53	SypO2	 20	     1760	43.7
 1	P	 1	53	SypO2	 20	     1757	43.7
 1	P	 1	53	SypO2	 21	     1759	44.8
 1	P	 1	53	SypO2	 21	     1762	44.7
 1	P	 1	53	SypO2	 21	     1761	44.7
 1	P	 1	53	SypO2	 22	     1761	45.8
 1	P	 1	53	SypO2	 22	     1763	45.7
 1	P	 1	53	SypO2	 22	     1763	45.7
 1	P	 1	53	SypO2	 23	     1764	46.7
 1	P	 1	53	SypO2	 23	     1766	46.7
 1	P	 1	53	SypO2	 23	     1765	46.7
 1	P	 1	53	SypO2	 24	     1773	47.7
 1	P	 1	53	SypO2	 24	     1775	47.7
 1	P	 1	53	SypO2	 24	     1771	47.7
 1	P	 1	53	SypO2	 25	     1781	48.7
 1	P	 1	53	SypO2	 25	     1779	48.7
 1	P	 1	53	SypO2	 25	     1782	48.7
 1	P	 1	53	SypO2	 26	     1797	49.7
 1	P	 1	53	SypO2	 26	     1797	49.7
 1	P	 1	53	SypO2	 26	     1803	49.7
 1	P	 1	53	SypO2	 27	     1827	50.7
 1	P	 1	53	SypO2	 27	     1829	50.7
 1	P	 1	53	SypO2	 27	     1831	50.7
 1	P	 1	53	SypO2	 28	     1869	51.7
 1	P	 1	53	SypO2	 28	     1879	51.7
 1	P	 1	53	SypO2	 28	     1882	51.7
 1	P	 1	53	SypO2	 29	     1944	52.7
 1	P	 1	53	SypO2	 29	     1957	52.7
 1	P	 1	53	SypO2	 29	     1968	52.7
 1	P	 1	53	SypO2	 30	     2049	53.7
 1	P	 1	53	SypO2	 30	     2067	53.7
 1	P	 1	53	SypO2	 30	     2087	53.7
 1	P	 1	53	SypO2	 31	     2193	54.8
 1	P	 1	53	SypO2	 31	     2209	54.7
 1	P	 1	53	SypO2	 31	     2224	54.7
 1	P	 1	53	SypO2	 32	     2334	55.7
 1	P	 1	53	SypO2	 32	     2349	55.7
 1	P	 1	53	SypO2	 32	     2360	55.7
 1	P	 1	53	SypO2	 33	     2462	56.7
 1	P	 1	53	SypO2	 33	     2479	56.6
 1	P	 1	53	SypO2	 33	     2484	56.7
 1	P	 1	53	SypO2	 34	     2537	57.7
 1	P	 1	53	SypO2	 34	     2560	57.7
 1	P	 1	53	SypO2	 34	     2558	57.7
 1	P	 1	53	SypO2	 35	     2572	58.7
 1	P	 1	53	SypO2	 35	     2583	58.7
 1	P	 1	53	SypO2	 35	     2579	58.7
 1	P	 1	53	SypO2	 36	     2580	59.8
 1	P	 1	53	SypO2	 36	     2595	59.7
 1	P	 1	53	SypO2	 36	     2582	59.7
 1	P	 1	53	SypO2	 37	     2573	60.7
 1	P	 1	53	SypO2	 37	     2571	60.7
 1	P	 1	53	SypO2	 37	     2574	60.7
 1	P	 1	53	SypO2	 38	     2563	61.8
 1	P	 1	53	SypO2	 38	     2550	61.7
 1	P	 1	53	SypO2	 38	     2553	61.7
 1	P	 1	53	SypO2	 39	     2518	62.8
 1	P	 1	53	SypO2	 39	     2522	62.7
 1	P	 1	53	SypO2	 39	     2522	62.7
 1	P	 1	53	SypO2	 40	     2492	63.7
 1	P	 1	53	SypO2	 40	     2494	63.7
 1	P	 1	53	SypO2	 40	     2497	63.7
 1	P	 1	53	SypO2	 41	     2454	64.7
 1	P	 1	53	SypO2	 41	     2465	64.7
 1	P	 1	53	SypO2	 41	     2461	64.7
 1	P	 1	53	SypO2	 42	     2422	65.7
 1	P	 1	53	SypO2	 42	     2424	65.7
 1	P	 1	53	SypO2	 42	     2420	65.7
 1	P	 1	53	SypO2	 43	     2373	66.9
 1	P	 1	53	SypO2	 43	     2378	66.7
 1	P	 1	53	SypO2	 43	     2381	66.7
 1	P	 1	53	SypO2	 44	     2341	67.9
 1	P	 1	53	SypO2	 44	     2342	67.7
 1	P	 1	53	SypO2	 44	     2345	67.7
 1	P	 1	53	SypO2	 45	     2301	68.9
 1	P	 1	53	SypO2	 45	     2313	68.7
 1	P	 1	53	SypO2	 45	     2309	68.7
 1	P	 1	53	SypO2	 46	     2268	69.9
 1	P	 1	53	SypO2	 46	     2265	69.7
 1	P	 1	53	SypO2	 46	     2267	69.7
 1	P	 1	53	SypO2	 47	     2225	70.9
 1	P	 1	53	SypO2	 47	     2230	70.7
 1	P	 1	53	SypO2	 47	     2236	70.5
 1	P	 1	53	SypO2	 48	     2197	71.9
 1	P	 1	53	SypO2	 48	     2195	71.7
 1	P	 1	53	SypO2	 48	     2203	71.5
 1	P	 1	53	SypO2	 49	     2162	72.9
 1	P	 1	53	SypO2	 49	     2160	72.7
 1	P	 1	53	SypO2	 49	     2168	72.7
 1	P	 1	53	SypO2	 50	     2125	74.0
 1	P	 1	53	SypO2	 50	     2125	73.7
 1	P	 1	53	SypO2	 50	     2124	73.5
 1	P	 1	53	SypO2	 51	     2101	74.7
 1	P	 1	53	SypO2	 51	     2103	74.7
 1	P	 1	53	SypO2	 51	     2103	74.5
 1	P	 1	53	SypO2	 52	     2072	75.9
 1	P	 1	53	SypO2	 52	     2078	75.5
 1	P	 1	53	SypO2	 52	     2080	75.5
 1	P	 1	53	SypO2	 53	     2050	76.7
 1	P	 1	53	SypO2	 53	     2049	76.7
 1	P	 1	53	SypO2	 53	     2055	76.7
 1	P	 1	53	SypO2	 54	     2021	77.9
 1	P	 1	53	SypO2	 54	     2027	77.5
 1	P	 1	53	SypO2	 54	     2029	77.7
 1	P	 1	53	SypO2	 55	     2000	78.7
 1	P	 1	53	SypO2	 55	     2002	78.7
 1	P	 1	53	SypO2	 55	     2003	78.5
 1	P	 1	53	SypO2	 56	     1989	80.0
 1	P	 1	53	SypO2	 56	     1988	79.5
 1	P	 1	53	SypO2	 56	     1984	79.5
 1	P	 1	53	SypO2	 57	     1967	80.7
 1	P	 1	53	SypO2	 57	     1976	80.7
 1	P	 1	53	SypO2	 57	     1973	80.7
 1	P	 1	53	SypO2	 58	     1949	82.0
 1	P	 1	53	SypO2	 58	     1946	81.7
 1	P	 1	53	SypO2	 58	     1954	81.5
 1	P	 1	53	SypO2	 59	     1941	82.7
 1	P	 1	53	SypO2	 59	     1934	82.5
 1	P	 1	53	SypO2	 59	     1933	82.7
 1	P	 1	53	SypO2	 60	     1912	83.7
 1	P	 1	53	SypO2	 60	     1917	83.5
 1	P	 1	53	SypO2	 60	     1916	83.5
 1	P	 1	53	SypO2	 61	     1900	85.0
 1	P	 1	53	SypO2	 61	     1899	84.7
 1	P	 1	53	SypO2	 61	     1894	84.5
 1	P	 1	53	SypO2	 62	     1890	85.7
 1	P	 1	53	SypO2	 62	     1881	85.7
 1	P	 1	53	SypO2	 62	     1887	85.7
 1	P	 1	53	SypO2	 63	     1871	86.7
 1	P	 1	53	SypO2	 63	     1872	86.7
 1	P	 1	53	SypO2	 63	     1868	86.7
 1	P	 1	53	SypO2	 64	     1857	87.7
 1	P	 1	53	SypO2	 64	     1855	87.7
 1	P	 1	53	SypO2	 64	     1856	87.5
 1	P	 1	53	SypO2	 65	     1841	88.9
 1	P	 1	53	SypO2	 65	     1843	88.7
 1	P	 1	53	SypO2	 65	     1842	88.7
 1	P	 1	53	SypO2	 66	     1839	89.7
 1	P	 1	53	SypO2	 66	     1833	89.7
 1	P	 1	53	SypO2	 66	     1834	89.7
 1	P	 1	53	SypO2	 67	     1825	90.7
 1	P	 1	53	SypO2	 67	     1828	90.7
 1	P	 1	53	SypO2	 67	     1824	90.7
 1	P	 1	53	SypO2	 68	     1821	91.7
 1	P	 1	53	SypO2	 68	     1813	91.7
 1	P	 1	53	SypO2	 68	     1812	91.7
 1	P	 1	53	SypO2	 69	     1810	92.7
 1	P	 1	53	SypO2	 69	     1808	92.5
 1	P	 1	53	SypO2	 69	     1806	92.7
 1	P	 1	53	SypO2	 70	     1796	93.7
 1	P	 1	53	SypO2	 70	     1797	93.7
 1	P	 1	53	SypO2	 70	     1801	93.7
 1	P	 1	53	SypO2	 71	     1796	94.9
 1	P	 1	53	SypO2	 71	     1792	94.7
 1	P	 1	53	SypO2	 71	     1792	94.7
 1	P	 1	54	SypO2	  1	     1764	24.8
 1	P	 1	54	SypO2	  1	     1763	24.8
 1	P	 1	54	SypO2	  1	     1763	24.8
 1	P	 1	54	SypO2	  2	     1761	25.6
 1	P	 1	54	SypO2	  2	     1763	25.6
 1	P	 1	54	SypO2	  2	     1761	25.6
 1	P	 1	54	SypO2	  3	     1768	27.0
 1	P	 1	54	SypO2	  3	     1763	27.0
 1	P	 1	54	SypO2	  3	     1762	26.8
 1	P	 1	54	SypO2	  4	     1757	27.8
 1	P	 1	54	SypO2	  4	     1760	28.0
 1	P	 1	54	SypO2	  4	     1763	28.0
 1	P	 1	54	SypO2	  5	     1762	29.0
 1	P	 1	54	SypO2	  5	     1762	29.0
 1	P	 1	54	SypO2	  5	     1761	29.0
 1	P	 1	54	SypO2	  6	     1759	30.0
 1	P	 1	54	SypO2	  6	     1761	29.8
 1	P	 1	54	SypO2	  6	     1756	29.8
 1	P	 1	54	SypO2	  7	     1761	31.0
 1	P	 1	54	SypO2	  7	     1758	30.8
 1	P	 1	54	SypO2	  7	     1753	30.8
 1	P	 1	54	SypO2	  8	     1758	31.8
 1	P	 1	54	SypO2	  8	     1755	32.0
 1	P	 1	54	SypO2	  8	     1759	32.0
 1	P	 1	54	SypO2	  9	     1757	32.8
 1	P	 1	54	SypO2	  9	     1756	32.8
 1	P	 1	54	SypO2	  9	     1753	33.0
 1	P	 1	54	SypO2	 10	     1756	33.8
 1	P	 1	54	SypO2	 10	     1754	33.7
 1	P	 1	54	SypO2	 10	     1756	33.8
 1	P	 1	54	SypO2	 11	     1754	34.8
 1	P	 1	54	SypO2	 11	     1753	34.7
 1	P	 1	54	SypO2	 11	     1754	34.8
 1	P	 1	54	SypO2	 12	     1754	35.8
 1	P	 1	54	SypO2	 12	     1753	35.8
 1	P	 1	54	SypO2	 12	     1756	35.8
 1	P	 1	54	SypO2	 13	     1753	36.8
 1	P	 1	54	SypO2	 13	     1756	36.8
 1	P	 1	54	SypO2	 13	     1756	36.8
 1	P	 1	54	SypO2	 14	     1752	37.7
 1	P	 1	54	SypO2	 14	     1754	37.8
 1	P	 1	54	SypO2	 14	     1753	37.8
 1	P	 1	54	SypO2	 15	     1755	38.7
 1	P	 1	54	SypO2	 15	     1753	38.7
 1	P	 1	54	SypO2	 15	     1757	38.8
 1	P	 1	54	SypO2	 16	     1755	39.7
 1	P	 1	54	SypO2	 16	     1754	39.7
 1	P	 1	54	SypO2	 16	     1754	39.7
 1	P	 1	54	SypO2	 17	     1754	40.8
 1	P	 1	54	SypO2	 17	     1754	40.7
 1	P	 1	54	SypO2	 17	     1756	40.7
 1	P	 1	54	SypO2	 18	     1755	41.7
 1	P	 1	54	SypO2	 18	     1756	41.7
 1	P	 1	54	SypO2	 18	     1757	41.7
 1	P	 1	54	SypO2	 19	     1755	42.7
 1	P	 1	54	SypO2	 19	     1756	42.7
 1	P	 1	54	SypO2	 19	     1756	42.7
 1	P	 1	54	SypO2	 20	     1757	43.7
 1	P	 1	54	SypO2	 20	     1757	43.7
 1	P	 1	54	SypO2	 20	     1758	43.7
 1	P	 1	54	SypO2	 21	     1762	44.8
 1	P	 1	54	SypO2	 21	     1762	44.7
 1	P	 1	54	SypO2	 21	     1758	44.7
 1	P	 1	54	SypO2	 22	     1765	45.8
 1	P	 1	54	SypO2	 22	     1762	45.7
 1	P	 1	54	SypO2	 22	     1765	45.7
 1	P	 1	54	SypO2	 23	     1769	46.7
 1	P	 1	54	SypO2	 23	     1768	46.7
 1	P	 1	54	SypO2	 23	     1766	46.7
 1	P	 1	54	SypO2	 24	     1774	47.7
 1	P	 1	54	SypO2	 24	     1773	47.7
 1	P	 1	54	SypO2	 24	     1777	47.7
 1	P	 1	54	SypO2	 25	     1782	48.7
 1	P	 1	54	SypO2	 25	     1783	48.7
 1	P	 1	54	SypO2	 25	     1786	48.7
 1	P	 1	54	SypO2	 26	     1800	49.7
 1	P	 1	54	SypO2	 26	     1801	49.7
 1	P	 1	54	SypO2	 26	     1803	49.7
 1	P	 1	54	SypO2	 27	     1831	50.7
 1	P	 1	54	SypO2	 27	     1834	50.7
 1	P	 1	54	SypO2	 27	     1837	50.7
 1	P	 1	54	SypO2	 28	     1884	51.7
 1	P	 1	54	SypO2	 28	     1891	51.7
 1	P	 1	54	SypO2	 28	     1895	51.7
 1	P	 1	54	SypO2	 29	     1964	52.7
 1	P	 1	54	SypO2	 29	     1970	52.7
 1	P	 1	54	SypO2	 29	     1977	52.7
 1	P	 1	54	SypO2	 30	     2078	53.7
 1	P	 1	54	SypO2	 30	     2080	53.7
 1	P	 1	54	SypO2	 30	     2102	53.7
 1	P	 1	54	SypO2	 31	     2215	54.8
 1	P	 1	54	SypO2	 31	     2231	54.7
 1	P	 1	54	SypO2	 31	     2246	54.7
 1	P	 1	54	SypO2	 32	     2364	55.7
 1	P	 1	54	SypO2	 32	     2374	55.7
 1	P	 1	54	SypO2	 32	     2397	55.7
 1	P	 1	54	SypO2	 33	     2495	56.7
 1	P	 1	54	SypO2	 33	     2501	56.6
 1	P	 1	54	SypO2	 33	     2512	56.7
 1	P	 1	54	SypO2	 34	     2564	57.7
 1	P	 1	54	SypO2	 34	     2565	57.7
 1	P	 1	54	SypO2	 34	     2579	57.7
 1	P	 1	54	SypO2	 35	     2590	58.7
 1	P	 1	54	SypO2	 35	     2602	58.7
 1	P	 1	54	SypO2	 35	     2607	58.7
 1	P	 1	54	SypO2	 36	     2600	59.8
 1	P	 1	54	SypO2	 36	     2599	59.7
 1	P	 1	54	SypO2	 36	     2599	59.7
 1	P	 1	54	SypO2	 37	     2567	60.7
 1	P	 1	54	SypO2	 37	     2577	60.7
 1	P	 1	54	SypO2	 37	     2581	60.7
 1	P	 1	54	SypO2	 38	     2552	61.8
 1	P	 1	54	SypO2	 38	     2558	61.7
 1	P	 1	54	SypO2	 38	     2557	61.7
 1	P	 1	54	SypO2	 39	     2516	62.8
 1	P	 1	54	SypO2	 39	     2518	62.7
 1	P	 1	54	SypO2	 39	     2512	62.7
 1	P	 1	54	SypO2	 40	     2475	63.7
 1	P	 1	54	SypO2	 40	     2481	63.7
 1	P	 1	54	SypO2	 40	     2483	63.7
 1	P	 1	54	SypO2	 41	     2446	64.7
 1	P	 1	54	SypO2	 41	     2441	64.7
 1	P	 1	54	SypO2	 41	     2448	64.7
 1	P	 1	54	SypO2	 42	     2406	65.7
 1	P	 1	54	SypO2	 42	     2413	65.7
 1	P	 1	54	SypO2	 42	     2412	65.7
 1	P	 1	54	SypO2	 43	     2370	66.9
 1	P	 1	54	SypO2	 43	     2373	66.7
 1	P	 1	54	SypO2	 43	     2380	66.7
 1	P	 1	54	SypO2	 44	     2338	67.9
 1	P	 1	54	SypO2	 44	     2331	67.7
 1	P	 1	54	SypO2	 44	     2347	67.7
 1	P	 1	54	SypO2	 45	     2298	68.9
 1	P	 1	54	SypO2	 45	     2300	68.7
 1	P	 1	54	SypO2	 45	     2294	68.7
 1	P	 1	54	SypO2	 46	     2265	69.9
 1	P	 1	54	SypO2	 46	     2265	69.7
 1	P	 1	54	SypO2	 46	     2268	69.7
 1	P	 1	54	SypO2	 47	     2226	70.9
 1	P	 1	54	SypO2	 47	     2221	70.7
 1	P	 1	54	SypO2	 47	     2226	70.5
 1	P	 1	54	SypO2	 48	     2192	71.9
 1	P	 1	54	SypO2	 48	     2184	71.7
 1	P	 1	54	SypO2	 48	     2192	71.5
 1	P	 1	54	SypO2	 49	     2166	72.9
 1	P	 1	54	SypO2	 49	     2155	72.7
 1	P	 1	54	SypO2	 49	     2156	72.7
 1	P	 1	54	SypO2	 50	     2127	74.0
 1	P	 1	54	SypO2	 50	     2121	73.7
 1	P	 1	54	SypO2	 50	     2125	73.5
 1	P	 1	54	SypO2	 51	     2102	74.7
 1	P	 1	54	SypO2	 51	     2100	74.7
 1	P	 1	54	SypO2	 51	     2098	74.5
 1	P	 1	54	SypO2	 52	     2064	75.9
 1	P	 1	54	SypO2	 52	     2074	75.5
 1	P	 1	54	SypO2	 52	     2067	75.5
 1	P	 1	54	SypO2	 53	     2042	76.7
 1	P	 1	54	SypO2	 53	     2044	76.7
 1	P	 1	54	SypO2	 53	     2043	76.7
 1	P	 1	54	SypO2	 54	     2016	77.9
 1	P	 1	54	SypO2	 54	     2020	77.5
 1	P	 1	54	SypO2	 54	     2017	77.7
 1	P	 1	54	SypO2	 55	     1988	78.7
 1	P	 1	54	SypO2	 55	     1994	78.7
 1	P	 1	54	SypO2	 55	     1995	78.5
 1	P	 1	54	SypO2	 56	     1977	80.0
 1	P	 1	54	SypO2	 56	     1979	79.5
 1	P	 1	54	SypO2	 56	     1985	79.5
 1	P	 1	54	SypO2	 57	     1966	80.7
 1	P	 1	54	SypO2	 57	     1960	80.7
 1	P	 1	54	SypO2	 57	     1961	80.7
 1	P	 1	54	SypO2	 58	     1946	82.0
 1	P	 1	54	SypO2	 58	     1945	81.7
 1	P	 1	54	SypO2	 58	     1946	81.5
 1	P	 1	54	SypO2	 59	     1925	82.7
 1	P	 1	54	SypO2	 59	     1931	82.5
 1	P	 1	54	SypO2	 59	     1931	82.7
 1	P	 1	54	SypO2	 60	     1911	83.7
 1	P	 1	54	SypO2	 60	     1913	83.5
 1	P	 1	54	SypO2	 60	     1909	83.5
 1	P	 1	54	SypO2	 61	     1894	85.0
 1	P	 1	54	SypO2	 61	     1898	84.7
 1	P	 1	54	SypO2	 61	     1897	84.5
 1	P	 1	54	SypO2	 62	     1873	85.7
 1	P	 1	54	SypO2	 62	     1877	85.7
 1	P	 1	54	SypO2	 62	     1881	85.7
 1	P	 1	54	SypO2	 63	     1866	86.7
 1	P	 1	54	SypO2	 63	     1863	86.7
 1	P	 1	54	SypO2	 63	     1866	86.7
 1	P	 1	54	SypO2	 64	     1857	87.7
 1	P	 1	54	SypO2	 64	     1857	87.7
 1	P	 1	54	SypO2	 64	     1852	87.5
 1	P	 1	54	SypO2	 65	     1841	88.9
 1	P	 1	54	SypO2	 65	     1839	88.7
 1	P	 1	54	SypO2	 65	     1841	88.7
 1	P	 1	54	SypO2	 66	     1829	89.7
 1	P	 1	54	SypO2	 66	     1829	89.7
 1	P	 1	54	SypO2	 66	     1831	89.7
 1	P	 1	54	SypO2	 67	     1819	90.7
 1	P	 1	54	SypO2	 67	     1820	90.7
 1	P	 1	54	SypO2	 67	     1820	90.7
 1	P	 1	54	SypO2	 68	     1812	91.7
 1	P	 1	54	SypO2	 68	     1810	91.7
 1	P	 1	54	SypO2	 68	     1811	91.7
 1	P	 1	54	SypO2	 69	     1804	92.7
 1	P	 1	54	SypO2	 69	     1807	92.5
 1	P	 1	54	SypO2	 69	     1807	92.7
 1	P	 1	54	SypO2	 70	     1797	93.7
 1	P	 1	54	SypO2	 70	     1795	93.7
 1	P	 1	54	SypO2	 70	     1794	93.7
 1	P	 1	54	SypO2	 71	     1789	94.9
 1	P	 1	54	SypO2	 71	     1791	94.7
 1	P	 1	54	SypO2	 71	     1788	94.7
 1	P	 1	55	SypO2	  1	     1763	24.8
 1	P	 1	55	SypO2	  1	     1766	24.8
 1	P	 1	55	SypO2	  1	     1762	24.8
 1	P	 1	55	SypO2	  2	     1767	25.6
 1	P	 1	55	SypO2	  2	     1763	25.6
 1	P	 1	55	SypO2	  2	     1766	25.6
 1	P	 1	55	SypO2	  3	     1762	27.0
 1	P	 1	55	SypO2	  3	     1762	27.0
 1	P	 1	55	SypO2	  3	     1765	26.8
 1	P	 1	55	SypO2	  4	     1763	27.8
 1	P	 1	55	SypO2	  4	     1762	28.0
 1	P	 1	55	SypO2	  4	     1765	28.0
 1	P	 1	55	SypO2	  5	     1761	29.0
 1	P	 1	55	SypO2	  5	     1759	29.0
 1	P	 1	55	SypO2	  5	     1763	29.0
 1	P	 1	55	SypO2	  6	     1762	30.0
 1	P	 1	55	SypO2	  6	     1759	29.8
 1	P	 1	55	SypO2	  6	     1758	29.8
 1	P	 1	55	SypO2	  7	     1762	31.0
 1	P	 1	55	SypO2	  7	     1758	30.8
 1	P	 1	55	SypO2	  7	     1759	30.8
 1	P	 1	55	SypO2	  8	     1755	31.8
 1	P	 1	55	SypO2	  8	     1757	32.0
 1	P	 1	55	SypO2	  8	     1754	32.0
 1	P	 1	55	SypO2	  9	     1755	32.8
 1	P	 1	55	SypO2	  9	     1757	32.8
 1	P	 1	55	SypO2	  9	     1758	33.0
 1	P	 1	55	SypO2	 10	     1755	33.8
 1	P	 1	55	SypO2	 10	     1759	33.7
 1	P	 1	55	SypO2	 10	     1755	33.8
 1	P	 1	55	SypO2	 11	     1756	34.8
 1	P	 1	55	SypO2	 11	     1754	34.7
 1	P	 1	55	SypO2	 11	     1754	34.8
 1	P	 1	55	SypO2	 12	     1753	35.8
 1	P	 1	55	SypO2	 12	     1755	35.8
 1	P	 1	55	SypO2	 12	     1759	35.8
 1	P	 1	55	SypO2	 13	     1756	36.8
 1	P	 1	55	SypO2	 13	     1752	36.8
 1	P	 1	55	SypO2	 13	     1755	36.8
 1	P	 1	55	SypO2	 14	     1754	37.7
 1	P	 1	55	SypO2	 14	     1754	37.8
 1	P	 1	55	SypO2	 14	     1754	37.8
 1	P	 1	55	SypO2	 15	     1751	38.7
 1	P	 1	55	SypO2	 15	     1754	38.7
 1	P	 1	55	SypO2	 15	     1755	38.8
 1	P	 1	55	SypO2	 16	     1754	39.7
 1	P	 1	55	SypO2	 16	     1754	39.7
 1	P	 1	55	SypO2	 16	     1757	39.7
 1	P	 1	55	SypO2	 17	     1755	40.8
 1	P	 1	55	SypO2	 17	     1756	40.7
 1	P	 1	55	SypO2	 17	     1753	40.7
 1	P	 1	55	SypO2	 18	     1756	41.7
 1	P	 1	55	SypO2	 18	     1752	41.7
 1	P	 1	55	SypO2	 18	     1755	41.7
 1	P	 1	55	SypO2	 19	     1756	42.7
 1	P	 1	55	SypO2	 19	     1756	42.7
 1	P	 1	55	SypO2	 19	     1757	42.7
 1	P	 1	55	SypO2	 20	     1756	43.7
 1	P	 1	55	SypO2	 20	     1757	43.7
 1	P	 1	55	SypO2	 20	     1754	43.7
 1	P	 1	55	SypO2	 21	     1759	44.8
 1	P	 1	55	SypO2	 21	     1759	44.7
 1	P	 1	55	SypO2	 21	     1759	44.7
 1	P	 1	55	SypO2	 22	     1763	45.8
 1	P	 1	55	SypO2	 22	     1761	45.7
 1	P	 1	55	SypO2	 22	     1760	45.7
 1	P	 1	55	SypO2	 23	     1765	46.7
 1	P	 1	55	SypO2	 23	     1767	46.7
 1	P	 1	55	SypO2	 23	     1766	46.7
 1	P	 1	55	SypO2	 24	     1772	47.7
 1	P	 1	55	SypO2	 24	     1772	47.7
 1	P	 1	55	SypO2	 24	     1770	47.7
 1	P	 1	55	SypO2	 25	     1774	48.7
 1	P	 1	55	SypO2	 25	     1782	48.7
 1	P	 1	55	SypO2	 25	     1781	48.7
 1	P	 1	55	SypO2	 26	     1793	49.7
 1	P	 1	55	SypO2	 26	     1792	49.7
 1	P	 1	55	SypO2	 26	     1796	49.7
 1	P	 1	55	SypO2	 27	     1819	50.7
 1	P	 1	55	SypO2	 27	     1827	50.7
 1	P	 1	55	SypO2	 27	     1828	50.7
 1	P	 1	55	SypO2	 28	     1864	51.7
 1	P	 1	55	SypO2	 28	     1876	51.7
 1	P	 1	55	SypO2	 28	     1875	51.7
 1	P	 1	55	SypO2	 29	     1942	52.7
 1	P	 1	55	SypO2	 29	     1945	52.7
 1	P	 1	55	SypO2	 29	     1952	52.7
 1	P	 1	55	SypO2	 30	     2042	53.7
 1	P	 1	55	SypO2	 30	     2058	53.7
 1	P	 1	55	SypO2	 30	     2070	53.7
 1	P	 1	55	SypO2	 31	     2177	54.8
